epoch,loss,lr,mae,val_loss,val_mae
0,0.2435867223547967,0.001,0.24358675,0.22713961491184362,0.22713947
1,0.227009563839567,0.001,0.22700953,0.21825414113769176,0.21825409
2,0.22357621061066926,0.001,0.2235761,0.22330293332418052,0.22330305
3,0.220726752035982,0.001,0.22072689,0.21506536712448765,0.21506537
4,0.2188320204003639,0.001,0.2188321,0.21319902649445824,0.21319894
5,0.21722098974128956,0.001,0.21722107,0.2161103215373329,0.2161104
6,0.21587089414369343,0.001,0.21587096,0.21356917835105912,0.21356916
7,0.21490367428204665,0.001,0.21490358,0.21185122460590233,0.21185115
8,0.21387645446021128,0.001,0.2138763,0.21145601981685122,0.211456
9,0.21302884125524937,0.001,0.2130288,0.20972938759458237,0.20972942
10,0.2122666592273982,0.001,0.21226652,0.20838202102058798,0.20838198
11,0.2116562119023282,0.001,0.21165626,0.21088353585326333,0.21088356
12,0.2108957871747382,0.001,0.21089566,0.21009091392146304,0.21009098
13,0.21036968397146524,0.001,0.21036983,0.20923583398724951,0.20923595
14,0.20913929991554608,0.00080000004,0.20913938,0.20729276732927393,0.20729281
15,0.20870875922168375,0.00080000004,0.20870872,0.20900571614766242,0.2090056
16,0.20830769481480124,0.00080000004,0.2083077,0.20573901343817452,0.20573908
17,0.2077746795122268,0.00080000004,0.20777482,0.20620175861102327,0.20620173
18,0.2074649935667925,0.00080000004,0.20746496,0.20601960980567433,0.20601957
19,0.20707884355387943,0.00080000004,0.20707884,0.2057704654390127,0.20577025
20,0.2061835641835782,0.00064000004,0.20618369,0.20732517612350804,0.20732516
21,0.20582726214769698,0.00064000004,0.20582709,0.20457357200018464,0.20457363
22,0.20555439079780152,0.00064000004,0.20555462,0.20694807532138682,0.20694809
23,0.2052934387393125,0.00064000004,0.20529328,0.20509443368590569,0.20509435
24,0.20503200795197754,0.00064000004,0.20503166,0.20587315023640837,0.20587312
25,0.20437433055141155,0.00051200006,0.20437424,0.2046586857102924,0.20465867
26,0.20404399273008653,0.00051200006,0.20404378,0.20548170255449993,0.20548156
27,0.20380344310203918,0.00051200006,0.20380343,0.20453086687480862,0.20453078
28,0.20310675543389514,0.00040960003,0.20310682,0.20434575666175508,0.2043458
29,0.20289645969610376,0.00040960003,0.20289662,0.2038701065880559,0.20387024
