epoch,loss,lr,mae,val_loss,val_mae
0,0.24569231769618835,0.001,0.24569228,0.22881625951580545,0.2288162
1,0.22710077300677997,0.001,0.22710052,0.2251683336968469,0.2251682
2,0.22287953957011855,0.001,0.22287957,0.22003266653865935,0.22003274
3,0.22022304068302279,0.001,0.22022304,0.2211240375228575,0.22112398
4,0.21846328643872917,0.001,0.21846339,0.21795775035517337,0.21795768
5,0.21687700233871246,0.001,0.21687707,0.21659237870979922,0.21659233
6,0.21550124800085496,0.001,0.21550113,0.21536267780590926,0.21536264
7,0.2143955872039558,0.001,0.21439573,0.21393602427024397,0.21393624
8,0.21322597370015678,0.001,0.213226,0.2135651221218229,0.21356498
9,0.21246036241580832,0.001,0.2124604,0.21339630817534422,0.21339639
10,0.21174162110912556,0.001,0.2117415,0.21064717633809704,0.21064721
11,0.21090811366706633,0.001,0.21090806,0.21233672453800817,0.21233685
12,0.21022069411738756,0.001,0.21022053,0.21212906172274268,0.21212909
13,0.20962268801201944,0.001,0.20962258,0.2146799546561523,0.21467996
14,0.20855932681071182,0.00080000004,0.20855896,0.20839212103533752,0.20839207
15,0.20802360844264725,0.00080000004,0.20802361,0.20972764716688758,0.20972767
16,0.20767854414418715,0.00080000004,0.20767878,0.2098290347641472,0.20982908
17,0.20725426903775396,0.00080000004,0.20725423,0.20922304440189052,0.20922299
18,0.20639925687832336,0.00064000004,0.20639935,0.20757262266620072,0.20757264
19,0.2059969817266762,0.00064000004,0.20599711,0.20733745314792926,0.20733733
20,0.20563819996155752,0.00064000004,0.20563811,0.20674350516567072,0.20674352
21,0.20537511572029513,0.00064000004,0.20537528,0.2078145519429297,0.20781448
22,0.20510854169226464,0.00064000004,0.20510854,0.20665445504802288,0.20665437
23,0.2047857301211029,0.00064000004,0.2047856,0.20668822469910997,0.20668806
24,0.20407980011696555,0.00051200006,0.20407979,0.20767285956684395,0.20767295
25,0.2037664291778273,0.00051200006,0.20376636,0.20815787881588854,0.20815787
26,0.20350964746847117,0.00051200006,0.20350961,0.20670761115368527,0.20670769
27,0.20292598759318173,0.00040960003,0.20292602,0.20681405940698946,0.20681407
28,0.20262794111205162,0.00040960003,0.20262803,0.20534326900589234,0.20534329
29,0.20248588648936555,0.00040960003,0.20248576,0.20553445027319225,0.20553467
30,0.20219906462388665,0.00040960003,0.20219892,0.2057104862283378,0.20571038
31,0.2020623639200838,0.00040960003,0.20206243,0.20598304898049188,0.20598306
32,0.2014913742021458,0.00032768003,0.20149128,0.205932325372761,0.20593241
33,0.2012987117518371,0.00032768003,0.20129879,0.20638370676843884,0.20638388
34,0.20111194447189218,0.00032768003,0.20111193,0.20536588861768756,0.20536587
35,0.20067049304257206,0.00026214402,0.20067053,0.20584664275804432,0.20584667
36,0.20044000612772495,0.00026214402,0.20044015,0.20551091073619704,0.20551094
37,0.20033042085189673,0.00026214402,0.20033039,0.20689447855356066,0.20689447
38,0.1999382933975356,0.00020971522,0.1999384,0.20483296623611502,0.204833
39,0.1998202792185426,0.00020971522,0.19982015,0.20531930002915466,0.20531936
40,0.19966538092790978,0.00020971522,0.19966541,0.2054626520070157,0.20546259
41,0.19958887270318953,0.00020971522,0.19958892,0.20529123275937772,0.20529132
42,0.19917852650912043,0.00016777217,0.19917871,0.20487551249888672,0.20487559
43,0.19907055329391035,0.00016777217,0.19907044,0.20523284587960272,0.20523283
44,0.19902444417931536,0.00016777217,0.1990243,0.2049417469450137,0.2049418
45,0.19866103361657197,0.00013421774,0.19866115,0.20532578707921623,0.20532575
46,0.19862283715255336,0.00013421774,0.19862297,0.2050902195647658,0.20509017
47,0.19851442511863557,0.00013421774,0.19851452,0.20519067557667678,0.20519055
48,0.1982661315011852,0.000107374195,0.1982661,0.20496143485043883,0.20496136
