epoch,loss,lr,mae,val_loss,val_mae
0,0.2452767054870117,0.001,0.24527666,0.23271653879060136,0.23271637
1,0.22638625384034222,0.001,0.22638614,0.22644742183478395,0.22644737
2,0.22236809791576323,0.001,0.22236817,0.22076852235325703,0.22076856
3,0.21998583803510088,0.001,0.21998584,0.21906818809973813,0.21906811
4,0.21795384639822063,0.001,0.21795379,0.21695778521566914,0.21695773
5,0.21631893451839423,0.001,0.21631886,0.21996946497085235,0.2199695
6,0.21468885320137718,0.001,0.21468894,0.2163615975867002,0.21636164
7,0.21363656438466302,0.001,0.21363665,0.2138863501384894,0.21388637
8,0.21258566034715523,0.001,0.21258579,0.2146709797248787,0.21467094
9,0.2117842103914184,0.001,0.2117843,0.21297712965170015,0.21297716
10,0.21094596548434666,0.001,0.21094584,0.2130109721574361,0.2130109
11,0.21044311067273863,0.001,0.21044323,0.21203860034135605,0.21203859
12,0.20981319197423154,0.001,0.20981313,0.21376910434977556,0.21376902
13,0.2093434351229466,0.001,0.20934328,0.2129106605768159,0.21291067
14,0.20869550842084805,0.001,0.20869534,0.2131479309275202,0.21314801
15,0.2076276425505763,0.00080000004,0.20762777,0.2106160891011719,0.21061614
16,0.2071218029471135,0.00080000004,0.20712166,0.20920676212202458,0.2092067
17,0.20678216112082365,0.00080000004,0.2067821,0.2099736046996357,0.2099736
18,0.2063624416569193,0.00080000004,0.20636226,0.21167259207424283,0.21167257
19,0.2060344318279458,0.00080000004,0.20603438,0.2085915440808888,0.20859149
20,0.20591785423116024,0.00080000004,0.20591782,0.20924189123450784,0.20924185
21,0.2053922212670004,0.00080000004,0.20539232,0.20941312586499733,0.20941319
22,0.20511495236363342,0.00080000004,0.20511524,0.2095758165921815,0.2095757
23,0.20419280679623528,0.00064000004,0.20419292,0.20731381363140933,0.20731378
24,0.20395045622991317,0.00064000004,0.20395058,0.20850921394230418,0.20850928
25,0.2036587649702273,0.00064000004,0.20365869,0.20824350272509548,0.20824355
26,0.2034545517410762,0.00064000004,0.20345443,0.20767511700351862,0.20767513
27,0.202744404216679,0.00051200006,0.20274447,0.2076653580692034,0.20766543
28,0.20240408481422134,0.00051200006,0.20240429,0.20672813725937564,0.20672809
29,0.20220423356013867,0.00051200006,0.20220438,0.20681209892816893,0.20681211
30,0.20203082012467513,0.00051200006,0.20203103,0.2069551066661137,0.20695512
31,0.2018074247881472,0.00051200006,0.20180754,0.20685687345674192,0.20685683
32,0.201152048178548,0.00040960003,0.20115204,0.2069964602774232,0.20699646
33,0.20098728475789898,0.00040960003,0.2009871,0.20803876949869035,0.20803878
34,0.20074804963908008,0.00040960003,0.20074794,0.20686296618542394,0.20686293
